YEAR,STATE,STATE_ABV,TOTAL_BALLOTS_COUNTED,VOTE_FOR_HIGHEST_OFFICE,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,ELIGIBLE_OVERSEAS,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
1996,Louisiana,LA,1804640,1783959,3163302,1.5%,"26,776",0,0,"26,776",,"3,089,076",58.42%,57.05%
1996,Maine,ME,,605897,944106,1.5%,0,0,0,0,,"929,944",,
1996,Maryland,MD,1793991,1780870,3817454,5.6%,"22,050","70,553","16,246","73,573",,"3,530,104",50.82%,46.99%
1996,Massachusetts,MA,2600278,2559180,4723380,7.2%,0,0,0,0,,"4,383,297",59.32%,55.05%
1996,Michigan,MI,3912261,3848844,7201527,2.8%,"42,349",0,0,"42,349",,"6,957,535",56.23%,54.33%
1996,Minnesota,MN,2211161,2192640,3473117,2.9%,"5,158","90,202","2,377","52,636",,"3,319,761",66.61%,63.67%
1996,Mississippi,MS,,893857,1986327,0.8%,"13,859","10,376","1,326","20,373",,"1,950,063",,
1996,Missouri,MO,,2158065,4035666,1.5%,"22,003","42,386","13,087","56,283",,"3,918,848",,
1996,Montana,MT,417232,407083,652991,0.9%,"2,293",0,0,"2,293",,"644,821",64.71%,63.90%
1996,Nebraska,NE,686749,677415,1230047,2.5%,"3,287","14,363",688,"11,157",,"1,188,139",57.80%,55.83%
